timestamp, index, name, memory.used [MiB], utilization.gpu [%], temperature.gpu, power.draw [W]
2026/09/17 16:32:39.367, 0, NVIDIA GeForce RTX 4070 SUPER, 6527 MiB, 37 %, 60, 77.45 W
2026/09/17 16:32:39.367, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 60, 100.59 W
2026/09/17 16:32:41.383, 0, NVIDIA GeForce RTX 4070 SUPER, 6520 MiB, 35 %, 61, 76.43 W
2026/09/17 16:32:41.383, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 55 %, 59, 100.50 W
2026/09/17 16:32:43.396, 0, NVIDIA GeForce RTX 4070 SUPER, 6520 MiB, 10 %, 63, 66.76 W
2026/09/17 16:32:43.396, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 28 %, 52, 86.54 W
2026/09/17 16:32:45.410, 0, NVIDIA GeForce RTX 4070 SUPER, 6525 MiB, 39 %, 63, 104.78 W
2026/09/17 16:32:45.410, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 59, 114.35 W
2026/09/17 16:32:47.411, 0, NVIDIA GeForce RTX 4070 SUPER, 6525 MiB, 38 %, 63, 117.59 W
2026/09/17 16:32:47.411, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 57 %, 60, 143.20 W
2026/09/17 16:32:49.427, 0, NVIDIA GeForce RTX 4070 SUPER, 6525 MiB, 24 %, 75, 120.37 W
2026/09/17 16:32:49.427, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 67, 104.38 W
2026/09/17 16:32:51.431, 0, NVIDIA GeForce RTX 4070 SUPER, 6546 MiB, 36 %, 67, 109.60 W
2026/09/17 16:32:51.431, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 60, 101.79 W
2026/09/17 16:32:53.436, 0, NVIDIA GeForce RTX 4070 SUPER, 6551 MiB, 35 %, 64, 96.97 W
2026/09/17 16:32:53.436, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 60, 100.36 W
2026/09/17 16:32:55.440, 0, NVIDIA GeForce RTX 4070 SUPER, 6552 MiB, 17 %, 71, 88.71 W
2026/09/17 16:32:55.440, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 71 %, 52, 81.13 W
2026/09/17 16:32:57.444, 0, NVIDIA GeForce RTX 4070 SUPER, 6591 MiB, 36 %, 66, 110.87 W
2026/09/17 16:32:57.444, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 60, 127.82 W
2026/09/17 16:32:59.458, 0, NVIDIA GeForce RTX 4070 SUPER, 6584 MiB, 34 %, 65, 110.35 W
2026/09/17 16:32:59.458, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 62, 118.21 W
2026/09/17 16:33:01.472, 0, NVIDIA GeForce RTX 4070 SUPER, 6576 MiB, 36 %, 65, 102.41 W
2026/09/17 16:33:01.472, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 57 %, 60, 100.73 W
2026/09/17 16:33:03.479, 0, NVIDIA GeForce RTX 4070 SUPER, 6570 MiB, 36 %, 62, 81.81 W
2026/09/17 16:33:03.479, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 63 %, 60, 101.11 W
2026/09/17 16:33:05.487, 0, NVIDIA GeForce RTX 4070 SUPER, 6564 MiB, 35 %, 62, 76.77 W
2026/09/17 16:33:05.487, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 63 %, 60, 100.24 W
2026/09/17 16:33:07.491, 0, NVIDIA GeForce RTX 4070 SUPER, 6555 MiB, 50 %, 69, 116.51 W
2026/09/17 16:33:07.491, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 68, 112.46 W
2026/09/17 16:33:09.504, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 0 %, 60, 85.78 W
2026/09/17 16:33:09.504, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 52, 76.44 W
2026/09/17 16:33:11.518, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 40 %, 64, 114.81 W
2026/09/17 16:33:11.518, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 58 %, 60, 139.01 W
2026/09/17 16:33:13.534, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 38 %, 64, 98.76 W
2026/09/17 16:33:13.534, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 60, 101.69 W
2026/09/17 16:33:15.542, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 37 %, 62, 81.32 W
2026/09/17 16:33:15.542, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 60, 100.65 W
2026/09/17 16:33:17.550, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 40 %, 61, 78.05 W
2026/09/17 16:33:17.550, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 58 %, 59, 101.18 W
2026/09/17 16:33:19.550, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 77 %, 64, 114.85 W
2026/09/17 16:33:19.550, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 67, 117.40 W
2026/09/17 16:33:21.565, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 37 %, 67, 98.80 W
2026/09/17 16:33:21.565, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 59, 114.05 W
2026/09/17 16:33:23.567, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 49 %, 68, 137.48 W
2026/09/17 16:33:23.567, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 68, 147.82 W
2026/09/17 16:33:25.581, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 38 %, 67, 105.45 W
2026/09/17 16:33:25.581, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 60, 131.58 W
2026/09/17 16:33:27.582, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 92 %, 69, 61.62 W
2026/09/17 16:33:27.582, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 20 %, 54, 53.59 W
2026/09/17 16:33:29.596, 0, NVIDIA GeForce RTX 4070 SUPER, 6539 MiB, 84 %, 66, 143.31 W
2026/09/17 16:33:29.596, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 68, 147.69 W
2026/09/17 16:33:31.612, 0, NVIDIA GeForce RTX 4070 SUPER, 6561 MiB, 39 %, 65, 94.72 W
2026/09/17 16:33:31.612, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 58 %, 60, 108.46 W
2026/09/17 16:33:33.627, 0, NVIDIA GeForce RTX 4070 SUPER, 6561 MiB, 39 %, 64, 88.43 W
2026/09/17 16:33:33.627, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 58, 95.81 W
2026/09/17 16:33:35.629, 0, NVIDIA GeForce RTX 4070 SUPER, 6555 MiB, 33 %, 76, 112.17 W
2026/09/17 16:33:35.629, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 67, 113.48 W
2026/09/17 16:33:37.631, 0, NVIDIA GeForce RTX 4070 SUPER, 6544 MiB, 5 %, 75, 138.86 W
2026/09/17 16:33:37.631, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 69, 147.62 W
2026/09/17 16:33:39.643, 0, NVIDIA GeForce RTX 4070 SUPER, 6535 MiB, 39 %, 67, 104.44 W
2026/09/17 16:33:39.643, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 58, 96.74 W
2026/09/17 16:33:41.644, 0, NVIDIA GeForce RTX 4070 SUPER, 6552 MiB, 2 %, 65, 112.36 W
2026/09/17 16:33:41.644, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 88 %, 68, 115.69 W
2026/09/17 16:33:43.660, 0, NVIDIA GeForce RTX 4070 SUPER, 6552 MiB, 38 %, 66, 106.93 W
2026/09/17 16:33:43.660, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 63 %, 59, 101.81 W
2026/09/17 16:33:45.674, 0, NVIDIA GeForce RTX 4070 SUPER, 6551 MiB, 34 %, 64, 86.69 W
2026/09/17 16:33:45.674, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 58, 101.26 W
2026/09/17 16:33:47.676, 0, NVIDIA GeForce RTX 4070 SUPER, 6543 MiB, 54 %, 65, 140.81 W
2026/09/17 16:33:47.676, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 68, 148.12 W
2026/09/17 16:33:49.690, 0, NVIDIA GeForce RTX 4070 SUPER, 6535 MiB, 36 %, 66, 108.41 W
2026/09/17 16:33:49.690, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 60, 102.18 W
2026/09/17 16:33:51.693, 0, NVIDIA GeForce RTX 4070 SUPER, 6555 MiB, 40 %, 64, 89.30 W
2026/09/17 16:33:51.693, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 58, 101.82 W
2026/09/17 16:33:53.706, 0, NVIDIA GeForce RTX 4070 SUPER, 6559 MiB, 85 %, 72, 46.74 W
2026/09/17 16:33:53.706, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 56, 32.11 W
2026/09/17 16:33:55.707, 0, NVIDIA GeForce RTX 4070 SUPER, 6562 MiB, 41 %, 65, 97.94 W
2026/09/17 16:33:55.707, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 63 %, 59, 108.99 W
2026/09/17 16:33:57.723, 0, NVIDIA GeForce RTX 4070 SUPER, 6558 MiB, 38 %, 64, 92.42 W
2026/09/17 16:33:57.723, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 57, 101.39 W
2026/09/17 16:33:59.738, 0, NVIDIA GeForce RTX 4070 SUPER, 6558 MiB, 38 %, 62, 80.77 W
2026/09/17 16:33:59.738, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 57, 101.11 W
2026/09/17 16:34:01.753, 0, NVIDIA GeForce RTX 4070 SUPER, 6559 MiB, 38 %, 62, 77.76 W
2026/09/17 16:34:01.753, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 59, 100.60 W
2026/09/17 16:34:03.754, 0, NVIDIA GeForce RTX 4070 SUPER, 6557 MiB, 41 %, 61, 76.95 W
2026/09/17 16:34:03.754, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 58, 100.55 W
2026/09/17 16:34:05.770, 0, NVIDIA GeForce RTX 4070 SUPER, 6555 MiB, 38 %, 61, 76.30 W
2026/09/17 16:34:05.770, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 59, 100.32 W
2026/09/17 16:34:07.783, 0, NVIDIA GeForce RTX 4070 SUPER, 6551 MiB, 71 %, 68, 74.40 W
2026/09/17 16:34:07.783, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 64, 80.05 W
2026/09/17 16:34:09.786, 0, NVIDIA GeForce RTX 4070 SUPER, 6548 MiB, 34 %, 64, 109.24 W
2026/09/17 16:34:09.786, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 63 %, 60, 100.65 W
2026/09/17 16:34:11.802, 0, NVIDIA GeForce RTX 4070 SUPER, 6551 MiB, 34 %, 63, 86.87 W
2026/09/17 16:34:11.802, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 59, 100.01 W
2026/09/17 16:34:13.803, 0, NVIDIA GeForce RTX 4070 SUPER, 6550 MiB, 35 %, 62, 77.12 W
2026/09/17 16:34:13.803, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 59, 100.37 W
2026/09/17 16:34:15.817, 0, NVIDIA GeForce RTX 4070 SUPER, 6545 MiB, 59 %, 64, 142.10 W
2026/09/17 16:34:15.817, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 67, 147.58 W
2026/09/17 16:34:17.820, 0, NVIDIA GeForce RTX 4070 SUPER, 6544 MiB, 35 %, 66, 109.13 W
2026/09/17 16:34:17.820, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 60, 101.10 W
2026/09/17 16:34:19.836, 0, NVIDIA GeForce RTX 4070 SUPER, 6551 MiB, 36 %, 64, 90.18 W
2026/09/17 16:34:19.836, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 59, 101.48 W
2026/09/17 16:34:21.849, 0, NVIDIA GeForce RTX 4070 SUPER, 6549 MiB, 38 %, 61, 80.18 W
2026/09/17 16:34:21.849, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 58 %, 58, 101.47 W
2026/09/17 16:34:23.863, 0, NVIDIA GeForce RTX 4070 SUPER, 6553 MiB, 89 %, 73, 114.74 W
2026/09/17 16:34:23.863, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 66, 105.37 W
2026/09/17 16:34:25.879, 0, NVIDIA GeForce RTX 4070 SUPER, 6581 MiB, 39 %, 64, 110.01 W
2026/09/17 16:34:25.879, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 57 %, 58, 100.85 W
2026/09/17 16:34:27.894, 0, NVIDIA GeForce RTX 4070 SUPER, 6581 MiB, 40 %, 62, 90.68 W
2026/09/17 16:34:27.894, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 57, 100.87 W
2026/09/17 16:34:29.896, 0, NVIDIA GeForce RTX 4070 SUPER, 6576 MiB, 39 %, 62, 79.56 W
2026/09/17 16:34:29.896, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 57, 100.72 W
2026/09/17 16:34:31.899, 0, NVIDIA GeForce RTX 4070 SUPER, 6564 MiB, 37 %, 62, 77.07 W
2026/09/17 16:34:31.899, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 59, 100.56 W
2026/09/17 16:34:33.911, 0, NVIDIA GeForce RTX 4070 SUPER, 6553 MiB, 39 %, 60, 76.76 W
2026/09/17 16:34:33.911, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 57 %, 58, 100.32 W
2026/09/17 16:34:35.926, 0, NVIDIA GeForce RTX 4070 SUPER, 6538 MiB, 40 %, 61, 75.85 W
2026/09/17 16:34:35.926, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 57 %, 58, 100.80 W
2026/09/17 16:34:37.941, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 38 %, 60, 67.85 W
2026/09/17 16:34:37.941, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 55 %, 58, 84.65 W
2026/09/17 16:34:39.946, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 35 %, 62, 74.02 W
2026/09/17 16:34:39.946, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 58, 99.45 W
2026/09/17 16:34:41.960, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 38 %, 60, 74.98 W
2026/09/17 16:34:41.960, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 55 %, 59, 99.21 W
2026/09/17 16:34:43.971, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 77 %, 67, 84.28 W
2026/09/17 16:34:43.971, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 50 %, 60, 88.12 W
2026/09/17 16:34:45.988, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 42 %, 64, 118.25 W
2026/09/17 16:34:45.988, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 66, 95.61 W
2026/09/17 16:34:48.003, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 35 %, 65, 100.50 W
2026/09/17 16:34:48.003, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 57, 106.37 W
2026/09/17 16:34:50.008, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 40 %, 62, 88.27 W
2026/09/17 16:34:50.008, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 59, 100.66 W
2026/09/17 16:34:52.022, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 36 %, 61, 79.23 W
2026/09/17 16:34:52.022, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 59, 100.73 W
2026/09/17 16:34:54.036, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 39 %, 61, 76.58 W
2026/09/17 16:34:54.036, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 57 %, 59, 100.55 W
2026/09/17 16:34:56.051, 0, NVIDIA GeForce RTX 4070 SUPER, 6532 MiB, 37 %, 60, 76.34 W
2026/09/17 16:34:56.051, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 59, 100.33 W
2026/09/17 16:34:58.055, 0, NVIDIA GeForce RTX 4070 SUPER, 6532 MiB, 38 %, 62, 76.16 W
2026/09/17 16:34:58.055, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 57, 100.73 W
2026/09/17 16:35:00.068, 0, NVIDIA GeForce RTX 4070 SUPER, 6532 MiB, 34 %, 59, 60.20 W
2026/09/17 16:35:00.068, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 87 %, 60, 76.22 W
2026/09/17 16:35:02.069, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 37 %, 64, 111.10 W
2026/09/17 16:35:02.069, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 57 %, 59, 132.36 W
2026/09/17 16:35:04.082, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 36 %, 62, 96.29 W
2026/09/17 16:35:04.082, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 64 %, 58, 100.76 W
2026/09/17 16:35:06.098, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 34 %, 62, 80.69 W
2026/09/17 16:35:06.098, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 57, 100.64 W
2026/09/17 16:35:08.101, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 20 %, 61, 122.89 W
2026/09/17 16:35:08.101, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 60, 147.30 W
2026/09/17 16:35:10.117, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 36 %, 64, 102.48 W
2026/09/17 16:35:10.117, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 58, 101.77 W
2026/09/17 16:35:12.133, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 39 %, 61, 83.64 W
2026/09/17 16:35:12.133, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 57, 100.99 W
2026/09/17 16:35:14.143, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 38 %, 65, 100.50 W
2026/09/17 16:35:14.143, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 58 %, 58, 116.63 W
2026/09/17 16:35:16.159, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 35 %, 63, 93.46 W
2026/09/17 16:35:16.159, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 59, 101.01 W
2026/09/17 16:35:18.161, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 41 %, 59, 73.17 W
2026/09/17 16:35:18.161, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 22 %, 52, 88.60 W
2026/09/17 16:35:20.176, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 36 %, 64, 96.98 W
2026/09/17 16:35:20.176, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 61 %, 59, 112.19 W
2026/09/17 16:35:22.178, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 38 %, 62, 91.84 W
2026/09/17 16:35:22.178, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 58, 101.18 W
2026/09/17 16:35:24.190, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 30 %, 59, 70.47 W
2026/09/17 16:35:24.190, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 29 %, 52, 87.00 W
2026/09/17 16:35:26.207, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 36 %, 65, 106.91 W
2026/09/17 16:35:26.207, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 59, 125.64 W
2026/09/17 16:35:28.212, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 38 %, 65, 100.17 W
2026/09/17 16:35:28.212, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 66, 80.75 W
2026/09/17 16:35:30.226, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 38 %, 65, 98.95 W
2026/09/17 16:35:30.226, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 59 %, 60, 113.58 W
2026/09/17 16:35:32.241, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 36 %, 65, 92.46 W
2026/09/17 16:35:32.241, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 60 %, 60, 101.01 W
2026/09/17 16:35:34.255, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 38 %, 74, 114.08 W
2026/09/17 16:35:34.255, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 99 %, 67, 107.91 W
2026/09/17 16:35:36.268, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 35 %, 67, 110.06 W
2026/09/17 16:35:36.268, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 62 %, 59, 101.30 W
2026/09/17 16:35:38.270, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 0 %, 58, 25.88 W
2026/09/17 16:35:38.270, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 52, 38.36 W
2026/09/17 16:35:40.285, 0, NVIDIA GeForce RTX 4070 SUPER, 6578 MiB, 0 %, 57, 21.11 W
2026/09/17 16:35:40.285, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 49, 20.67 W
2026/09/17 16:35:42.286, 0, NVIDIA GeForce RTX 4070 SUPER, 6578 MiB, 3 %, 56, 21.02 W
2026/09/17 16:35:42.286, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 47, 11.30 W
2026/09/17 16:35:44.299, 0, NVIDIA GeForce RTX 4070 SUPER, 6573 MiB, 0 %, 55, 11.86 W
2026/09/17 16:35:44.299, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 47, 10.44 W
2026/09/17 16:35:46.313, 0, NVIDIA GeForce RTX 4070 SUPER, 6561 MiB, 0 %, 54, 10.00 W
2026/09/17 16:35:46.313, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 46, 10.40 W
2026/09/17 16:35:48.321, 0, NVIDIA GeForce RTX 4070 SUPER, 6547 MiB, 0 %, 54, 9.88 W
2026/09/17 16:35:48.321, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 45, 10.02 W
2026/09/17 16:35:50.335, 0, NVIDIA GeForce RTX 4070 SUPER, 6532 MiB, 0 %, 53, 9.94 W
2026/09/17 16:35:50.335, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 45, 9.99 W
2026/09/17 16:35:52.348, 0, NVIDIA GeForce RTX 4070 SUPER, 6531 MiB, 0 %, 53, 9.62 W
2026/09/17 16:35:52.348, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 44, 9.93 W
2026/09/17 16:35:54.360, 0, NVIDIA GeForce RTX 4070 SUPER, 6695 MiB, 3 %, 52, 10.41 W
2026/09/17 16:35:54.360, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 43, 9.66 W
2026/09/17 16:35:56.366, 0, NVIDIA GeForce RTX 4070 SUPER, 6696 MiB, 5 %, 52, 9.58 W
2026/09/17 16:35:56.366, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 43, 9.65 W
2026/09/17 16:35:58.372, 0, NVIDIA GeForce RTX 4070 SUPER, 6625 MiB, 0 %, 51, 9.38 W
2026/09/17 16:35:58.372, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 42, 9.61 W
2026/09/17 16:36:00.379, 0, NVIDIA GeForce RTX 4070 SUPER, 6599 MiB, 4 %, 51, 9.51 W
2026/09/17 16:36:00.379, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 42, 9.84 W
2026/09/17 16:36:02.393, 0, NVIDIA GeForce RTX 4070 SUPER, 6547 MiB, 4 %, 51, 9.49 W
2026/09/17 16:36:02.393, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 41, 9.56 W
2026/09/17 16:36:04.397, 0, NVIDIA GeForce RTX 4070 SUPER, 6540 MiB, 5 %, 50, 9.22 W
2026/09/17 16:36:04.397, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 41, 9.68 W
2026/09/17 16:36:06.400, 0, NVIDIA GeForce RTX 4070 SUPER, 6542 MiB, 0 %, 50, 9.30 W
2026/09/17 16:36:06.400, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 41, 9.44 W
2026/09/17 16:36:08.409, 0, NVIDIA GeForce RTX 4070 SUPER, 6541 MiB, 0 %, 50, 9.42 W
2026/09/17 16:36:08.409, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.57 W
2026/09/17 16:36:10.425, 0, NVIDIA GeForce RTX 4070 SUPER, 6540 MiB, 0 %, 49, 9.22 W
2026/09/17 16:36:10.425, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.45 W
2026/09/17 16:36:12.441, 0, NVIDIA GeForce RTX 4070 SUPER, 6530 MiB, 4 %, 49, 9.28 W
2026/09/17 16:36:12.441, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 40, 9.35 W
2026/09/17 16:36:14.453, 0, NVIDIA GeForce RTX 4070 SUPER, 6552 MiB, 0 %, 49, 9.24 W
2026/09/17 16:36:14.453, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.52 W
2026/09/17 16:36:16.458, 0, NVIDIA GeForce RTX 4070 SUPER, 6595 MiB, 0 %, 48, 8.91 W
2026/09/17 16:36:16.458, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.26 W
2026/09/17 16:36:18.473, 0, NVIDIA GeForce RTX 4070 SUPER, 6587 MiB, 0 %, 48, 9.04 W
2026/09/17 16:36:18.473, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 39, 9.26 W
2026/09/17 16:36:20.482, 0, NVIDIA GeForce RTX 4070 SUPER, 6581 MiB, 0 %, 48, 8.86 W
2026/09/17 16:36:20.482, 1, NVIDIA GeForce RTX 5060 Ti, 6935 MiB, 0 %, 38, 9.31 W
2026/09/17 16:36:22.497, 0, NVIDIA GeForce RTX 4070 SUPER, 6580 MiB, 5 %, 48, 8.73 W
